Carb.Volume,Fill.Ounces,PC.Volume,Carb.Pressure,PSC,PSC.Fill,PSC.CO2,Carb.Pressure1,Fill.Pressure,Hyd.Pressure1,Hyd.Pressure4,Temperature,Usage.cont,Carb.Flow,MFR,Pressure.Vacuum,PH,Oxygen.Filler,Bowl.Setpoint,Air.Pressurer
5.293333333,23.95333333,0.303333333,68.4,0.12,0.38,0.08,121,55.8,6.8,104,65.8,16.14,3580,597,-5.8,8.54,0.0488,80,145.8
5.306666667,23.95333333,0.291333333,67,0.024,0.18,0.02,125.2,50.6,12.4,94,65.4,17.44,3270,688.2,-5.8,8.58,0.0424,80,147.2
5.34,23.97333333,0.264666667,70,0.072,0.34,0.08,125,49.2,13,100,64.8,16.48,3214,695,-5.8,8.58,0.0396,80,146.4
5.32,23.98666667,0.266,68.4,0.04,0.02,0,124,49.8,10.6,98,64.8,23.5,3256,683.6,-5.8,8.6,0.0404,80,147.2
5.206666667,23.99333333,0.291333333,71.2,0.124,0.06,0.06,127.6,50.2,10.4,100,65.2,21.68,3250,686.6,-6,8.6,0.0384,80,146.2
5.333333333,23.94,0.274,65.2,0.07,0.22,0.02,122.8,50,8.6,98,65.4,16.38,3286,692.4,-6,8.66,0.0442,80,146
5.306666667,24.19333333,0.284,64.6,0.084,0.24,0.08,122.2,49.4,11,98,65.6,23.52,3220,702.2,-6,8.56,0.039,80,146.4
5.253333333,24.28,0.294666667,65.4,0.092,0.22,0.06,119,49.6,11.4,108,66,19.06,3266,697.6,-5.8,8.62,0.0374,80,146.4
5.273333333,24.02,0.27,66,0.056,0.2,0.02,123,50,12.8,102,65.6,22.82,3288,699,-5.6,8.6,0.0386,80,146.6
5.293333333,23.94666667,0.292,68,0.112,0.12,0.02,124.4,50.8,19.4,94,65.6,22.26,3366,706.4,-5.4,8.6,0.036,80,145.8
5.273333333,23.94666667,0.275333333,67.2,0.072,0.2,0.04,123.4,49.6,21.6,102,65,21.76,3262,706.8,-5.4,8.6,0.0372,80,145.6
5.373333333,23.88,0.314666667,67,0.088,0.04,0.02,125,49.8,25,82,65.2,16.28,3292,693.4,-5.2,8.54,0.035,80,146.4
5.413333333,23.97333333,0.304666667,71.4,0.056,0.46,0.06,128,44.2,0,116.2,66.8,15.84,798,346.478,-5.2,8.44,0.035,80,147
5.6,23.83333333,0.096666667,76.4,0.008,0.12,0.04,127.4,49.4,0,118,65.6,21.6,3280,321.854,-5.4,8.68,0.0354,80,145.8
5.613333333,23.95333333,0.236666667,71,0.06,0.24,0.02,124.4,50,22,80,64.4,23.3,3278,694,-5.4,8.7,0.0322,80,146
5.6,23.92666667,0.316666667,71,0.076,0.16,0,126.2,50.6,19.6,80,64.6,22.98,3318,689.4,-5.4,8.66,0.0334,80,145.8
5.566666667,23.90666667,0.277333333,74,0.142,0.1,0.02,124.8,50,12.6,88,64.6,16.4,3288,686.8,-5.4,8.66,0.049,80,147.4
5.5,23.91333333,0.25,71.6,0.02,0.06,0.24,127.4,49.6,8,86,64.6,23.1,3260,698.2,-5.4,8.74,0.0494,80,146.8
5.606666667,23.98,0.261333333,66.8,0.12,0.24,0.06,124.8,50,7.6,84,64.8,17.68,3280,689.4,-5.4,8.68,0.0484,80,147.4
5.58,23.92,0.243333333,70.6,0.074,0.24,0.06,129.2,48.2,8.6,104,65,13.1,3366,403.048,-5.4,8.68,0.0474,80,146.8
5.586666667,23.93333333,0.293333333,68,0.144,0.26,0.08,121.6,49.8,7.6,82,64,17.88,3276,695.8,-5.4,8.72,0.0352,80,147
5.6,24,0.270666667,67,0.046,0.14,0.04,120.2,49.8,7,80,64,16.08,3260,702.2,-5.4,8.74,0.0352,80,146.6
5.226666667,23.97713333,0.268666667,60,0.168,0.1994,0.0674,126,50,6.6,106,65.8,16.06,3274,696.6,-5.4,8.6,0.0348,80,146.6
5.313333333,23.98,0.354,63,0.128,0.1,0.04,125,50,5.4,100,65.6,18.92,3264,690.6,-5.6,8.64,0.035,80,147
5.266666667,23.94666667,0.4,71.2,0.072,0.24,0.14,124.6,50,4.8,98,65.6,20.14,3266,691.2,-5.6,8.62,0.0338,80,146.8
5.286666667,24.01333333,0.349333333,66,0.058,0.02,0.02,124.4,49.8,4.4,98,65.2,19.9,3248,695,-5.6,8.68,0.032,80,147
5.32,23.90666667,0.334666667,72.6,0.042,0.12,0.04,126,50.2,10.6,96,65.2,21.92,3288,694.2,-5.6,8.7,0.034,80,147.2
5.306666667,23.92666667,0.396666667,70.2,0.126,0.2,0.06,120.8,49.8,9.2,102,65.8,12.8,3200,712.2,-5.6,8.7,0.0346,100,146.6
5.313333333,23.90666667,0.356,68.2,0.106,0.4,0.02,126.4,50,8.8,104,65.8,17.68,3286,692,-5.6,8.66,0.0338,100,147
5.293333333,23.89333333,0.366,69.2,0.076,0.3,0.04,124.4,50.2,8.8,102,66,21.4,3266,702,-5.6,8.68,0.0336,110,147
5.32,23.94,0.342,63,0.066,0.16,0.04,126,50.6,8,104,66.2,17.02,3324,704.2,-5.6,8.68,0.0336,110,147.4
5.206666667,24.02,0.312,67,0.116,0.1,0.04,124.8,50.8,20.8,96,66,21.78,3330,695.2,-5.4,8.7,0.0336,110,147.2
5.28,24.06,0.281333333,67.2,0.082,0.48,0.06,125,49.6,20.8,98,65.8,18.84,3300,698.6,-5.4,8.72,0.0332,110,147.2
5.286666667,24.05333333,0.300666667,68.8,0.148,0.32,0.06,125.8,49.6,24,102,66.2,16,3254,709.2,-5.4,8.76,0.0368,110,147.6
5.273333333,23.76,0.195333333,66.8,0.144,0.36,0.08,124.2,49.8,26.4,100,65,19.26,3294,702,-5.4,8.74,0.033,110,147.4
5.286666667,23.97333333,0.316666667,72,0.056,0.08,0.06,127.6,50.6,11.4,98,65.2,16.8,3282,697,-5.4,8.7,0.033,110,147.2
5.32,23.98,0.318666667,68,0.088,0.06,0.04,125.4,50,9.6,98,65.2,19.3,3278,702.2,-5.4,8.76,0.0364,110,147
5.28,24.1,0.308,64.4,0.138,0.32,0.04,126.6,50,11.8,106,65.4,20.12,3284,702,-5.4,8.72,0.0342,110,147
5.286666667,23.90666667,0.326,70.6,0.116,0.1,0.08,126,49.6,11,102,65.4,19.96,3240,704.8,-5.6,8.68,0.0328,110,147.6
5.313333333,23.96666667,0.312666667,64.6,0.108,0.08,0.06,126.6,49.4,11.2,102,65.2,21.06,3232,707.2,-5.4,8.7,0.0338,110,147.2
5.46,24.06666667,0.295233333,71.6,0.084,0.16,0.04,131.4,49.2,0,134,71,15.64,42,366.362,-5.6,8.42,0.0888,110,146.8
5.306666667,23.94,0.298666667,67.2,0.092,0.3,0.08,125,49.6,11.8,104,66.6,17.92,3276,651,-5.4,8.36,0.0528,80,147.2
5.32,23.98,0.283333333,66.2,0.062,0.14,0.04,126.6,49.8,11.8,108,66.6,22.86,3338,653,-5.4,8.38,0.0518,80,146.8
5.286666667,24.00666667,0.305333333,68,0.094,0.18,0.02,124.6,54.2,4.6,116,67,20.22,3736,447.8,-5.6,8.36,0.0508,80,146.6
5.32,24.1,0.292666667,68.2,0.076,0.12,0.08,123.2,54.2,12.2,104,66.8,20.76,3726,607.4,-5.6,8.4,0.0494,80,147
5.293333333,24.00666667,0.32,68.6,0.046,0.16,0.04,123.8,50.2,13.2,84,66.4,19.6,3278,693.2,-5.4,8.36,0.0326,80,146.2
5.3,23.99333333,0.281333333,68.4,0.122,0.1,0.04,125.2,50.2,16.6,80,66,16.68,3270,707.8,-5.4,8.46,0.0316,80,146
5.22,23.99333333,0.319333333,69,0.198,0.08,0,124.2,49.6,14.2,82,66.4,23.32,3282,695,-5.4,8.4,0.0326,80,146.2
5.26,24,0.332666667,71.6,0.09,0.12,0.04,124,50.2,15.4,82,66.8,20.38,3298,715,-5.4,8.46,0.0382,80,146.4
5.32,24.02666667,0.338,61.2,0.064,0.34,0.04,125.2,50.4,15.2,82,66.4,17.04,3292,707,-5.4,8.48,0.0344,80,146.4
5.2,24.08,0.33,64.8,0.052,0.06,0.04,126.2,49.8,14.4,108,67,17.46,3264,714,-5.4,8.44,0.0368,80,146.6
5.293333333,23.88666667,0.304,69.2,0.056,0.38,0.02,128.4,50.2,16.2,98,66.2,17.5,3324,709.8,-5.4,8.46,0.0326,80,147.2
5.346666667,23.95333333,0.290666667,69.2,0.066,0.36,0.06,126.2,46.472,0,140,67.4,22.26,1958,402.508,-5.4,8.48,0.0342,100,147
5.46,23.98,0.322666667,66.2,0.09,0.14,0.04,119.6,54.4,11.6,100,69,21.92,3642,710.2,-5.4,8.38,0.0324,100,146.4
5.473333333,24.12666667,0.366666667,72.8,0.07,0.44,0.02,123.8,50.4,12,96,68.6,16.2,3348,714.6,-5.4,8.44,0.03,100,146.6
5.266666667,24.1,0.256,68.6,0.054,0.26,0.04,120.4,49.8,12.8,108,66.2,23.66,3334,717.2,-5.2,8.5,0.0326,100,146
5.353333333,24.04666667,0.284,67.6,0.022,0.14,0.02,122.6,49.4,11.2,96,67,22.66,3292,716,-5.2,8.48,0.0352,80,146.6
5.273333333,23.97333333,0.336,69.2,0.032,0.06,0.04,125,50.2,11.2,96,66.4,19.66,3330,713.2,-5.2,8.48,0.0314,80,146.2
5.26,24.27333333,0.433333333,65,0.10088,0.24,0.08,118.4,53.8,10.4,104,69.8,16.62,3618,718,-5.2,8.44,0.0358,80,146.8
5.34,23.93333333,0.278,66,0.128,0.02,0,127.2,50.6,9.8,106,67.2,18.6,3360,711,-5.2,8.44,0.0354,80,146.8
5.326666667,23.94666667,0.294,66.6,0.048,0.02,0.06,127.6,50.2,10,100,66.8,18.46,3324,708.6,-5.4,8.46,0.0344,80,146.6
5.373333333,24.03333333,0.334666667,70.8,0.13,0.14,0.02,122.8,49.8,9.6,96,66.8,17.78,3294,720,-5.4,8.5,0.0342,80,146.8
5.34,23.96666667,0.274666667,69.49,0.194,0.1,0.04,123.2,50,8.4,92,66,20.18,3298,710.2,-5.4,8.5,0.0316,80,146.6
5.366666667,24,0.311333333,66.6,0.074,0.26,0.04,128,53.8,7.4,116,66.4,17.32,956,357.894,-5.4,8.48,0.0314,80,146.6
5.36,23.90666667,0.318666667,64.4,0.116,0.2,0,124.2,50.4,7.8,100,66.2,23.86,3286,704,-5.4,8.58,0.0308,80,147
5.36,23.98,0.340666667,66.2,0.126,0.16,0.06,121.4,49.6,7.6,94,66,20.22,3284,709.4,-5.4,8.54,0.0306,80,146.8
5.366666667,24.00666667,0.291333333,70.6,0.09,0.26,0.06,120.8,49.6,8.6,98,66.8,18.04,3248,704,-5.4,8.52,0.0332,80,146.2
5.38,24,0.32,71.4,0.086,0.2,0.04,123.2,50,8.8,94,66.6,17.9,3280,712.4,-5.4,8.54,0.0334,80,146.2
5.313333333,23.80666667,0.377333333,65.8,0.072,0.42,0.14,122.6,49.8,9.2,102,66.6,18.96,3286,718.2,-5.4,8.54,0.0334,80,146.4
5.333333333,23.95333333,0.298666667,72.2,0.1,0.2,0.06,126.6,50.6,9.6,98,67,18.12,3290,729.6,-5.4,8.48,0.0302,80,146
5.333333333,23.93333333,0.295333333,76,0.07,0.12,0.1,120.6,54,10,98,67,21.04,3380,702.8,-5.4,8.56,0.0302,100,146.4
5.4,23.93333333,0.324,71.8,0.018,0.2,0.1,125,49.8,10,96,66.8,18.98,3278,710.2,-5.4,8.6,0.0314,100,146.4
5.386666667,23.92,0.297333333,68.2,0.038,0.16,0.06,125.4,50,8.4,98,67,20.16,3278,714,-5.4,8.54,0.0316,90,146.6
5.293333333,23.94666667,0.32,69,0.098,0.34,0.02,124.2,50.4,7.6,98,66,16.56,3296,710.4,-5.4,8.58,0.0472,90,147
5.306666667,23.98,0.297333333,69.2,0.02,0.18,0.08,122.6,56.6,8.6,94,66.2,16.04,3454,722.8,-5.4,8.6,0.047,90,145.8
5.306666667,23.87333333,0.296666667,68.8,0.09,0.2,0.08,123.8,50,15.2,102,65.6,18.42,3292,710.2,-5.2,8.56,0.0398,90,146.4
5.313333333,23.98666667,0.261333333,69.4,0.07,0.2,0.04,124.4,50.4,17.8,102,65.6,19.76,3314,715.8,-5.2,8.6,0.0396,90,145.8
5.266666667,23.97333333,0.229333333,73,0.072,0.26,0.22,122.8,51.8,13,96,65.6,21.18,3370,711,-5,8.58,0.0396,90,145.8
5.32,23.97333333,0.256666667,64.6,0.104,0.06,0.08,128.8,47.4,0,132,66.8,23.64,44,355.512,-5,8.56,0.0418,90,146.2
5.213333333,23.88666667,0.274666667,65.2,0.066,0.22,0.02,123.4,49.4,15.8,104,66.4,17.8,3204,711.4,-5,8.56,0.0422,120,146
5.34,24.02666667,0.254666667,68,0.058,0.28,0.2,123.4,50.4,14.4,98,66,21.64,3286,727.6,-5.2,8.58,0.0414,90,146.2
5.3,23.93333333,0.318,70.2,0.068,0.06,0.06,126.6,50,15.2,96,65.8,24,3174,723.4,-5.2,8.58,0.0414,120,142
5.38,23.95333333,0.267333333,68.4,0.146,0.34,0.06,124,56,13.8,94,65.2,19.66,3440,737,-5.2,8.62,0.0384,90,143
5.3,23.89333333,0.300666667,70,0.064,0.06,0.06,125.2,50,15.2,98,65.8,19.94,3268,728,-5.4,8.6,0.0364,90,142.2
5.313333333,23.91333333,0.236,67.6,0.05,0.18,0.02,125.6,50.2,14.8,94,65.8,16.66,3268,725.6,-5.4,8.62,0.0356,90,142.4
5.293333333,23.90666667,0.285333333,71.2,0.146,0.3,0.06,123.8,50.4,13,96,66.2,22.72,3266,718.4,-5.4,8.64,0.0436,90,142.8
5.333333333,24.06,0.24,70,0.004,0.1,0.1,124.8,50,13,96,65,20.92,3270,726,-5.4,8.6,0.0378,90,142.8
5.3,23.94,0.254666667,65.6,0.082,0.18,0.04,125.8,50.4,13.4,106,66.8,18.62,3276,725.4,-5.4,8.58,0.038,90,142.6
5.313333333,23.98666667,0.244666667,65.4,0.096,0.04,0.02,123.2,50,13,102,65.6,19.94,3284,726.2,-5.4,8.6,0.0376,90,142.6
5.306666667,23.96666667,0.237333333,59.8,0.058,0.02,0.02,124.6,50,13.2,98,65.4,18.44,3278,728.2,-5.4,8.6,0.0376,90,142.4
5.406666667,24.05333333,0.224666667,63.8,0.06,0.14,0.06,126.6,50.4,13.2,96,65.4,22.9,3284,733.4,-5.4,8.56,0.0374,90,143.2
5.346666667,23.98666667,0.232,65.6,0.044,0.14,0.08,132.4,48,0,134,66,23.8,44,319.67,-5.4,8.64,0.0364,90,143.4
5.293333333,23.92666667,0.256,70.4,0.046,0.12,0.06,124.8,56.6,11.6,108,66.4,16.68,3596,657,-5.4,8.58,0.0498,90,142.4
5.353333333,24.08666667,0.258,66.8,0.146,0.34,0.06,125.2,49.6,12.8,98,65.4,18.68,3278,729.6,-5.4,8.56,0.0504,90,142.4
5.293333333,24.06,0.307333333,69.2,0.066,0.12,0.04,127.8,51.2,13.2,96,65.4,21.96,3340,726,-5.4,8.6,0.0494,90,142.6
5.28,23.95333333,0.246,71.6,0.05,0.1,0.04,119.8,51.4,12.4,102,65.6,22.04,3342,728.8,-5.4,8.6,0.0482,90,142.6
5.246666667,23.98666667,0.241333333,70.8,0.016,0.2,0.06,121.4,49.6,14.8,102,65,23.18,3304,731,-5.2,8.6,0.0376,90,142.4
5.3,24.03333333,0.244,64,0.082,0.08,0.04,122.4,50.2,15.6,98,65,23.98,3276,731.8,-5,8.62,0.0396,90,142.4
5.28,23.97333333,0.258666667,68.6,0.024,0.06,0.04,128.6,50.2,18.6,96,65,17.12,3334,730,-5,8.64,0.0376,90,142.6
5.32,23.99333333,0.256666667,67.2,0.118,0.12,0.04,122,49.8,20.2,102,65,17.7,3338,728.8,-4.8,8.58,0.0376,90,142.8
5.193333333,23.91333333,0.346666667,68.8,0.07,0.02,0.08,125,50,29.4,80,67,18.2,3342,712,-4.8,8.4,0.034,90,142.8
5.5,23.77333333,0.174666667,69.6,0.004,0.36,0.04,124.4,48.6,21.6,76,66,22.56,3140,750.6,-5,8.64,0.0344,120,142.2
5.526666667,23.85333333,0.236,71.2,0.052,0.06,0.02,125,50,14.6,88,65.2,23.78,3416,672,-5,8.66,0.0306,90,142.4
5.526666667,23.90666667,0.226666667,74,0.074,0.08,0.04,123,50,13,82,65,17.78,3290,744,-5,8.68,0.0326,90,142.2
5.526666667,23.89333333,0.222666667,73.8,0.098,0.2,0.02,125.8,50.2,12,82,65,17.74,3302,726.8,-5.2,8.66,0.0318,90,142.4
5.52,24,0.174,70.2,0.022,0.22,0.04,126,47.8,12.4,80,65,16.66,3202,729,-5.2,8.66,0.0314,90,142.6
5.553333333,23.89333333,0.247333333,70.4,0.096,0.26,0.04,127,47.6,13.4,78,65.2,17.86,3214,724.6,-5.2,8.66,0.0306,90,142.6
5.566666667,23.93333333,0.246,71,0.034,0.06,0.04,125.6,47.8,12.2,84,65,19.58,3214,721.4,-5.2,8.66,0.0326,90,142.6
5.52,23.95333333,0.208666667,73.6,0.078,0.26,0.04,123,55.8,9,80,65,22.62,3484,698.2,-5.2,8.68,0.0324,90,142.6
5.533333333,23.92666667,0.202666667,69.8,0.076,0.1,0.06,127.4,48.2,8.6,76,65.2,19.36,3192,744.6,-5.2,8.66,0.0306,90,142.6
5.546666667,23.99333333,0.194,73.6,0.032,0.1,0.06,124.2,48.2,7,80,65,19.38,3202,737.4,-5.2,8.76,0.0318,90,142
5.506666667,23.91333333,0.239333333,72.6,0.088,0.16,0.02,127.8,45.4,0.2,114,65,17.44,42,337.202,-5.2,8.68,0.0346,80,142.8
5.5,23.87333333,0.184,74.4,0.088,0.14,0.04,120.4,53.8,6.6,94,65.4,12.46,3650,510,-5.2,8.68,0.036,80,143
5.533333333,23.96666667,0.216666667,68.8,0.042,0.28,0.02,126.6,48.2,7,84,64.8,18.82,3214,723.2,-5.2,8.64,0.0366,80,141.6
5.5,23.93333333,0.227333333,72.4,0.07,0.36,0.04,124,48,10.4,82,64.8,23.42,3242,719.2,-5.2,8.66,0.0354,80,141.6
5.526666667,23.95333333,0.216,71.8,0.1,0.04,0.1,126,48.2,10.2,78,65,18.8,3180,765.4,-5.2,8.68,0.0338,100,141.8
5.48,23.94,0.211333333,78.6,0.132,0.1,0.06,124.2,47.8,10.4,78,65,21.62,3200,728.2,-5.2,8.66,0.0356,90,142
5.513333333,23.92,0.188666667,69.4,0.018,0.2,0.02,123.2,47.8,10.6,84,65.2,24.1,3240,723,-5.2,8.66,0.0344,90,142
5.56,23.92,0.204,71.6,0.086,0.1,0.08,125,48.2,11.4,82,65.4,20.32,3256,728.8,-5,8.68,0.0326,90,142.6
5.04,24.22666667,0.126,61.2,0.036,0.248,0.06,122.4,46.302,0,98,67,24.38,3014,466.4,-5,8.54,0.028,90,142.4
5.373333333,24.09333333,0.194666667,72.8,0.176,0.2114,0.02,125.2,47.6,16.6,104,66.2,21.28,3244,723.2,-4.8,8.54,0.0314,90,142.2
5.413333333,23.88666667,0.230666667,68.2,0.082,0.14,0.02,123.8,47.8,17.2,102,66.6,23.5,3238,725.8,-4.8,8.5,0.0322,90,143
5.42,23.94,0.246666667,71.8,0.08,0.14,0.04,125.2,47.8,13,100,66,17.6,3244,727,-4.8,8.62,0.0322,90,142.4
5.466666667,23.94,0.208,68.8,0.022,0.1,0.04,122,57.4,12,108,66.6,17.2,3638,718,-5,8.54,0.03,90,142.2
5.42,23.96666667,0.217333333,68.4,0.024,0.32,0,123.6,48.8,12,102,66.6,16.8,3288,725.8,-5,8.58,0.0292,100,142.6
5.433333333,23.90666667,0.222666667,69.8,0.102,0.16,0.06,126.2,51.4,12.2,108,66.8,21.9,3328,723.6,-5,8.54,0.0302,90,142.6
5.22,23.78,0.304666667,73.2,0.112,0.1,0.04,128.2,47.862,0.2,52,71.2,18.34,272,364.744,-5.2,8.475,0.4,90,142.6
5.293333333,23.91333333,0.241333333,65.8,0.092,0.3,0.02,125.8,50,12.6,102,65.2,18.14,3292,729.6,-5.2,8.56,0.0366,90,142.8
5.32,24.02666667,0.244666667,63.8,0.034,0.14,0.04,122.4,52.4,14.4,114,65.4,18.34,3736,352.4,-5.2,8.6,0.035,90,142.2
5.313333333,23.88,0.29,66.2,0.12,0.12,0.02,123.6,49.6,13.8,98,65,17.44,3282,731.4,-5.2,8.64,0.0376,90,142.4
5.386666667,23.98,0.226666667,62.8,0.048,0.28,0.12,123,53.6,14.4,98,65,20.94,3388,724.2,-5.2,8.64,0.0364,90,142.6
5.306666667,23.96666667,0.281333333,67,0.026,0.04,0.02,124.2,50,14.4,102,65.2,19.12,3298,728.8,-5.2,8.62,0.0356,90,142.6
5.266666667,23.96666667,0.280666667,72.4,0.132,0.14,0.1,125.2,52.8,14.2,100,65.4,16.72,3354,740.8,-5,8.7,0.0334,90,142.2
5.273333333,23.92666667,0.293333333,65,0.052,0.18,0.14,126.8,50.6,13.6,100,65.2,19.4,3284,730.4,-5.2,8.68,0.0334,90,142.6
5.36,24.03333333,0.318,58.8,0.08,0.3,0.06,123,53.6,10.2,126,67.4,20.98,3734,280.4,-5.2,8.72,0.0312,90,142.2
5.253333333,23.96,0.342,65,0.104,0.06,0.1,125.6,50.4,11,100,65.6,17.66,3286,730.2,-5.2,8.66,0.0324,90,143.2
5.293333333,24.04666667,0.262,65.6,0.076,0.14,0.02,125.2,50,11.4,96,65.6,17.34,3310,726,-5.2,8.7,0.0312,90,142.8
5.326666667,24.10666667,0.26,70.8,0.154,0.12,0.02,124.8,50,11.6,94,65.6,24.02,3302,732.4,-5,8.64,0.0314,90,142.8
5.333333333,23.96,0.316,62.8,0.114,0.28,0.04,124.4,50.2,12.4,94,65.4,18.72,3344,730.4,-4.8,8.74,0.0364,90,142.2
5.333333333,23.98,0.28,69.4,0.194,0.24,0.1,123.8,59.2,14.6,100,65.4,16,3648,740.6,-4.8,8.66,0.0322,90,142.6
5.293333333,23.96,0.320666667,65.6,0.082,0.18,0.08,125.4,50.2,16,98,65,20.88,3316,728,-4.8,8.7,0.0328,90,142.6
5.333333333,23.95333333,0.226,68.6,0.118,0.02,0.04,124.8,50,17.8,96,65,20.22,3316,728.4,-4.8,8.74,0.0326,90,142.6
5.24,23.92,0.342666667,65,0.14,0.22,0.18,124.4,55.4,18.4,138,65.6,22.56,3728,415,-4.8,8.7,0.0298,90,142.4
5.293333333,23.96666667,0.274,65.4,0.08,0.08,0.12,125.8,52.2,15.6,100,65.8,19.48,3374,722.8,-4.8,8.66,0.0294,90,142.2
5.326666667,24.00666667,0.306,65.6,0.094,0.14,0.06,125.4,50,15.6,96,65.4,20.16,3300,731.2,-5,8.66,0.0316,90,142.2
5.34,23.98,0.250666667,65.2,0.03,0.24,0.06,126.8,49.6,16,94,65.4,23.72,3296,726.4,-5,8.68,0.029,90,142.8
5.286666667,23.96,0.262,69.6,0.084,0.22,0.02,128.8,52.8,0,130,65.6,20.88,40,341.132,-5,8.7,0.0302,110,142.6
5.32,24.04,0.268666667,65,0.06,0.18,0.04,124.4,50.4,12.4,98,65.4,18.3,3284,728.2,-5,8.72,0.0316,100,142.6
5.226666667,24.02,0.250666667,65,0.012,0.18,0.04,123.4,56.4,10.4,122,69,18.54,3614,653.2,-5,8.6,0.0348,90,142.6
5.26,24.08,0.224,58.2,0.048,0.22,0,121,49.8,11.2,116,67.4,19.38,3290,724.4,-5,8.54,0.0338,90,142.6
5.24,24.05333333,0.287333333,68.2,0.03,0.16,0,124.2,49.8,11,114,67.4,20.08,3270,728.4,-5,8.5,0.0322,90,142.4
5.286666667,23.96666667,0.268,64.2,0.026,0.12,0.02,126.6,50,9.8,114,68,23.44,3298,728.2,-5,8.58,0.032,90,142.6
5.213333333,24.01333333,0.256,76.8,0.146,0.14,0.08,123.8,49.6,10,118,67.2,21.64,3282,727.4,-5,8.46,0.0322,90,143.2
5.326666667,23.94666667,0.264666667,67.8,0.086,0.12,0.02,131.2,58.8,0,140,66.6,18.32,42,338.202,-5,8.54,0.0346,90,143.4
5.386666667,23.82,0.177333333,71.4,0.02,0.38,0.08,126.2,50.2,10.4,100,66.6,19.18,3288,727.6,-5,8.54,0.0314,90,143
5.406666667,23.92,0.214666667,73,0.04,0.3,0.06,126.4,50.8,10.4,94,65.4,22.6,3274,757.4,-5.2,8.54,0.0314,90,143.2
5.46,23.98,0.236,67.4,0.05,0.1,0.04,122,50,9.6,94,65.4,21.7,3272,743.4,-5.4,8.58,0.0296,90,143
5.4,23.92666667,0.247333333,70.4,0.142,0.02,0.04,125,49.6,9,94,65.6,22.34,3258,732.6,-5.4,8.6,0.035,90,143
5.4,23.8,0.264,67,0.06,0.54,0.14,127.4,50.2,6.8,90,65.6,16.48,3256,730,-5.6,8.58,0.0352,90,142.6
5.42,23.91333333,0.208,63.8,0.096,0.02,0,128.2,50.2,6.2,94,65.6,18.9,3266,731,-5.6,8.58,0.029,90,142.6
5.4,24.03333333,0.226,75.8,0.078,0.44,0.08,127,50,4,92,65.2,20.48,3262,730.8,-5.6,8.56,0.0298,90,142.8
5.406666667,24,0.208,74.6,0.072,0.14,0.02,126.4,50.4,3.2,90,65.4,22.42,3270,729.6,-5.6,8.5,0.0288,90,143
5.32,23.86,0.26,73,0.032,0.14,0,126,53.6,3.2,104,65.8,21.82,3328,724.8,-5.6,8.6,0.0326,90,143
5.446666667,24.02,0.216,69,0.018,0.36,0.04,126.8,49.8,2.4,92,65.8,18.48,3250,726.4,-5.8,8.62,0.0308,90,143.6
5.426666667,23.92666667,0.242666667,72.4,0.04,0.16,0.08,124,54.2,1.4,108,66.8,16.3,3360,736,-5.8,8.52,0.0312,90,143.4
5.466666667,24.00666667,0.175333333,67,0.078,0.14,0.06,122.4,50.4,1.2,111.8,68.4,16.22,3738,31.4,-5.8,8.42,0.0308,90,143.2
5.5447,24.1,0.231826667,72.2,0.018,0.16,0.02,129.4,50.586,1,92,66.4,21.7,1158,639.6,-5.8,8.62,0.0324,90,142.8
5.56,23.78,0.213333333,66.4,0.026,0.16,0.04,123.8,47.4,1,94,66.6,25.78,3448,497.4,-5.8,8.6,0.031,90,143
5.58,23.84666667,0.226666667,74.2,0.104,0.08,0.1,125.8,49.8,1,80,66,17.36,3250,730.4,-5.8,8.72,0.0318,90,143
5.533333333,23.8,0.239333333,70,0.04,0.2,0.08,125.2,50.2,0.8,80,66,19.38,3266,722.6,-6,8.64,0.0308,90,142.6
5.553333333,23.85333333,0.261333333,75.2,0.026,0.36,0.04,126.2,50.2,0.6,78,65.6,23.2,3202,742.2,-5.8,8.7,0.0298,90,143
5.533333333,23.88666667,0.214666667,71.8,0.094,0.16,0.02,124.6,46,0.4,74,65.8,22.14,3074,742.6,-5.8,8.72,0.0308,90,142.6
5.56,23.88,0.240666667,71.4,0.04,0.22,0.08,124.6,46,0.6,80,65.6,21.42,3068,734.6,-5.8,8.76,0.0298,90,142.8
5.553333333,23.81333333,0.262,70.8,0.046,0.16,0.02,124.8,45.8,0.4,78,65.8,23.24,3100,725.4,-5.8,8.72,0.03,90,143
5.506666667,23.88,0.203333333,70.4,0.062,0.12,0.02,126.6,46.2,0.4,78,66,18.02,3074,734.8,-5.8,8.78,0.0318,90,143
5.54,23.87333333,0.216666667,70,0.054,0.06,0.04,125.2,46,0.2,76,66.4,17.16,3066,724,-5.8,8.8,0.0298,90,143
5.52,23.72666667,0.240666667,70.2,0.074,0.2,0.04,123.8,45.8,0.2,84,66.6,18.74,3098,715,-5.8,8.7,0.0278,90,142.8
5.613333333,23.80666667,0.19,74.8,0.04,0.32,0.06,126.8,46.4,0.2,86,66.6,19.36,3106,701.6,-5.8,8.7,0.0288,90,143.6
5.553333333,23.93333333,0.210666667,76,0.066,0.04,0.02,124.8,46.2,0.2,76,66.4,18.98,3100,711,-5.8,8.74,0.029,90,143
5.52,23.88666667,0.196,75.2,0.038,0.06,0.04,127.8,48,0.2,76,67.6,18.12,3144,737.8,-6,8.66,0.03,90,143
